Name,ProductKey,Description,Picture,Product sections,Type,SubType,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.LCARefDimension,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV,categoryPath,vyzn.catalogue.lifeCycle
"91.001 Entsorgung, Asphalt, 0.1% Wasser, in Reaktordeponie (KBOB.2022v5)","91.001 Entsorgung, Asphalt, 0.1% Wasser, in Reaktordeponie (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,143,,,0.00,,,0.09,,,0.019,,,kg,,,a01298ea-acfc-4d72-8261-6c17cbccb6ea,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.002 Entsorgung, 2K-Fliessbelag Industrie (KBOB.2022v5)","91.002 Entsorgung, 2K-Fliessbelag Industrie (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,8240,,,0.08,,,2.26,,,7.240,,,m2,,,78c7e93f-5a39-4b5f-a287-e938195ebb75,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.003 Entsorgung, 2K-Fliessbelag Wohnen (KBOB.2022v5)","91.003 Entsorgung, 2K-Fliessbelag Wohnen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,4540,,,0.06,,,1.45,,,3.870,,,m2,,,35fcc2a3-fb7f-44c7-bd03-424bdec5407b,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.004 Entsorgung, Bodenbelag organisch, Gummigranulat (KBOB.2022v5)","91.004 Entsorgung, Bodenbelag organisch, Gummigranulat (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,13400,,,0.14,,,2.73,,,11.900,,,m2,,,b8426ce9-72ae-4850-ac9d-e42844b46691,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.005 Entsorgung, Bodenbelag, Hartbeton einschichtig (KBOB.2022v5)","91.005 Entsorgung, Bodenbelag, Hartbeton einschichtig (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2460,,,0.13,,,3.04,,,0.733,,,m2,,,95d798f0-613a-4b29-9d69-909f679d0096,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.006 Entsorgung, Bodenbelag, Hartbeton zweischichtig (KBOB.2022v5)","91.006 Entsorgung, Bodenbelag, Hartbeton zweischichtig (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3120,,,0.16,,,3.87,,,0.932,,,m2,,,5cf9857d-8408-419d-bc0c-d2a45e4880d0,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.007 Entsorgung, Bodenbelag, Kautschuk (KBOB.2022v5)","91.007 Entsorgung, Bodenbelag, Kautschuk (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3750,,,0.07,,,0.93,,,3.190,,,m2,,,a98f8237-e0d8-44a9-b65e-f03a8701edbf,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.008 Entsorgung, Korkparkett (KBOB.2022v5)","91.008 Entsorgung, Korkparkett (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2130,,,0.10,,,1.36,,,1.300,,,m2,,,003fa5ac-bd39-4612-af63-7898f9c0cd8a,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.009 Entsorgung, Bodenbelag, Kork PVC-beschichtet (KBOB.2022v5)","91.009 Entsorgung, Bodenbelag, Kork PVC-beschichtet (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,4060,,,0.10,,,1.43,,,3.520,,,m2,,,4e962b23-a38b-4d02-a4b5-2fa8e9340a31,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.010 Entsorgung, Korkparkett (KBOB.2022v5)","91.010 Entsorgung, Korkparkett (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2130,,,0.10,,,1.36,,,1.300,,,m2,,,003fa5ac-bd39-4612-af63-7898f9c0cd8a,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.011 Entsorgung, Laminat, 5% Bindemittel (KBOB.2022v5)","91.011 Entsorgung, Laminat, 5% Bindemittel (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2970,,,0.11,,,1.45,,,2.300,,,m2,,,a7397935-d018-41bf-a0f0-3feb106ca72a,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.012 Entsorgung, Linoleum, 15% Bindemittel (KBOB.2022v5)","91.012 Entsorgung, Linoleum, 15% Bindemittel (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,728,,,0.04,,,0.44,,,0.516,,,m2,,,56afd8ac-dff6-4bb9-adeb-ee38ab57766b,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.013 Entsorgung, Holzparkett, 2-Schicht (KBOB.2022v5)","91.013 Entsorgung, Holzparkett, 2-Schicht (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,490,,,0.04,,,0.56,,,0.337,,,m2,,,b6787db4-667c-43af-b68c-f00f4c4388c5,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.014 Entsorgung, Holzparkett, 3-Schicht (KBOB.2022v5)","91.014 Entsorgung, Holzparkett, 3-Schicht (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,635,,,0.05,,,0.73,,,0.437,,,m2,,,3e7171ad-ed71-46d8-b28c-c079577c0cba,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.015 Entsorgung, Holzparkett Mosaik (KBOB.2022v5)","91.015 Entsorgung, Holzparkett Mosaik (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,352,,,0.03,,,0.50,,,0.218,,,m2,,,099f16a3-cc5d-42cd-b3fc-1a668156b832,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.016 Entsorgung, Kunststoffe, PVC (KBOB.2022v5)","91.016 Entsorgung, Kunststoffe, PVC (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,7140,,,0.30,,,3.19,,,6.220,,,m2,,,77a10b7f-2b36-4c87-aa8c-ed68e86fdce5,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.017 Entsorgung, Steinholzboden (KBOB.2022v5)","91.017 Entsorgung, Steinholzboden (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,935,,,0.05,,,1.16,,,0.279,,,m2,,,722feeed-16c8-4363-ad53-7da0795a4f54,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.018 Entsorgung, synthetische thermoplastische Beläge (TPO) (KBOB.2022v5)","91.018 Entsorgung, synthetische thermoplastische Beläge (TPO) (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,10400,,,0.03,,,0.64,,,10.100,,,m2,,,ad088f68-7d88-4698-8a08-a8f08dccc53d,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.019 Entsorgung, Teppich Kunstfaser getuftet (KBOB.2022v5)","91.019 Entsorgung, Teppich Kunstfaser getuftet (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,6470,,,0.02,,,0.39,,,6.250,,,m2,,,e7c3f19b-5847-4f17-b0aa-33dbf10755c3,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.020 Entsorgung, Teppich Nadelfilz (KBOB.2022v5)","91.020 Entsorgung, Teppich Nadelfilz (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,4010,,,0.01,,,0.24,,,3.870,,,m2,,,e581c438-ace6-4414-943a-a70a1d92c2ab,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.021 Entsorgung, Teppich Naturfaser (KBOB.2022v5)","91.021 Entsorgung, Teppich Naturfaser (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2070,,,0.02,,,0.41,,,1.850,,,m2,,,3738e728-dd16-4179-a235-6c1d0fa3faa0,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.022 Entsorgung, Terrazzo (KBOB.2022v5)","91.022 Entsorgung, Terrazzo (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,4040,,,0.21,,,5.00,,,1.210,,,m2,,,5be8e8bc-e8bf-406f-8666-a13fcd37ef33,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.023 Entsorgung, Farbe, 2 Schichten (KBOB.2022v5)","91.023 Entsorgung, Farbe, 2 Schichten (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,71,,,0.00,,,0.02,,,0.056,,,m2,,,3dbd555c-3d83-47cb-8f47-de6b9ac9e80b,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.024 Entsorgung, Gebäude, Aussentüre, Holz-Aluminium (KBOB.2022v5)","91.024 Entsorgung, Gebäude, Aussentüre, Holz-Aluminium (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,9270,,,0.14,,,4.17,,,7.640,,,m2,,,d3210b98-28a2-47d4-81e9-0b8f601a0026,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.025 Entsorgung, Gebäude, Aussentüre, Holz-Glas (KBOB.2022v5)","91.025 Entsorgung, Gebäude, Aussentüre, Holz-Glas (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,12100,,,0.32,,,6.31,,,9.700,,,m2,,,010ef9a7-4fea-4301-b243-a82d65a89553,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.026 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)","91.026 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,4d884042-c49f-4e3d-956e-c7dba78e4558,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.027 Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen (KBOB.2022v5)","91.027 Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2430,,,0.01,,,0.27,,,2.330,,,kg,,,3d30351d-cafa-42a0-827a-cc18689ae8f0,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.028 Entsorgung, Dämmstoff, organisch, Polystyrol (KBOB.2022v5)","91.028 Entsorgung, Dämmstoff, organisch, Polystyrol (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3280,,,0.01,,,0.20,,,3.090,,,kg,,,1e192cce-42ea-4a95-b0c4-e194a105d2c3,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.029 Entsorgung, Gebäude, Fensterrahmen, Holz (KBOB.2022v5)","91.029 Entsorgung, Gebäude, Fensterrahmen, Holz (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,7120,,,0.04,,,2.00,,,5.890,,,m2,,,a8d6a4c6-d97c-4268-9c6d-d1a268234d1c,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.029.01 Entsorgung, Gebäude, Fensterrahmen, Holz, Saphir integral 67/55, G. Baumgartner AG (KBOB.2022v5)","91.029.01 Entsorgung, Gebäude, Fensterrahmen, Holz, Saphir integral 67/55, G. Baumgartner AG (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3960,,,0.02,,,1.23,,,3.360,,,m2,,,526ad119-1bcf-421d-877c-22c247cdfac2,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.030 Entsorgung, Gebäude, Fensterrahmen, Holz-Metall (KBOB.2022v5)","91.030 Entsorgung, Gebäude, Fensterrahmen, Holz-Metall (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,8230,,,0.04,,,1.89,,,7.110,,,m2,,,bd9b3e68-ae56-4e14-a31d-ca9333836112,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.030.01 Entsorgung, Gebäude, Fensterrahmen, Holz-Metall, Saphir integral 55/55, G. Baumgartner AG (KBOB.2022v5)","91.030.01 Entsorgung, Gebäude, Fensterrahmen, Holz-Metall, Saphir integral 55/55, G. Baumgartner AG (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,7640,,,0.03,,,1.46,,,6.900,,,m2,,,3bd1c233-4e3a-451e-8056-4a9e93735e70,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.031 Entsorgung, Gebäude, Fensterrahmen, Plastik (KBOB.2022v5)","91.031 Entsorgung, Gebäude, Fensterrahmen, Plastik (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,11800,,,0.49,,,5.31,,,10.200,,,m2,,,5bfcf82d-c454-44ea-bf8a-59ab7b866700,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.032 Entsorgung, Flachglas (KBOB.2022v5)","91.032 Entsorgung, Flachglas (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,69,,,0.01,,,0.11,,,0.019,,,kg,,,aa77d618-69ee-45e9-bc95-cf60448b8b7b,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.033 Entsorgung, Verbundmaterialien, organisch-mineralisch (KBOB.2022v5)","91.033 Entsorgung, Verbundmaterialien, organisch-mineralisch (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,85,,,0.01,,,0.17,,,0.036,,,kg,,,97eb1ae9-6aa7-463e-b374-d0393e7677ed,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.034 Entsorgung, Gebäude, Innentüre, Holz, Glaseinsatz, Holzrahmen (KBOB.2022v5)","91.034 Entsorgung, Gebäude, Innentüre, Holz, Glaseinsatz, Holzrahmen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,8890,,,0.28,,,5.24,,,6.920,,,m2,,,9a8194ad-fa59-4b76-81ab-bf90828a66e6,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.035 Entsorgung, Gebäude, Innentüre, Holz, Holzrahmen (KBOB.2022v5)","91.035 Entsorgung, Gebäude, Innentüre, Holz, Holzrahmen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,6700,,,0.13,,,3.44,,,5.390,,,m2,,,43870507-ab22-4dd0-a18c-47bbd63c6f6d,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.036 Entsorgung, Dämmstoff, mineralisch (KBOB.2022v5)","91.036 Entsorgung, Dämmstoff, mineralisch (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,116,,,0.01,,,0.13,,,0.059,,,kg,,,6b475240-a65f-4615-97f3-f7cd9c23aeb5,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.037 Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE (KBOB.2022v5)","91.037 Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2810,,,0.01,,,0.21,,,2.670,,,kg,,,4d011b18-4a60-4cbc-9b58-62f5e44707f9,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.038 Entsorgung, Kunststoffrohre, PE oder PP (KBOB.2022v5)","91.038 Entsorgung, Kunststoffrohre, PE oder PP (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2450,,,0.01,,,0.21,,,2.370,,,kg,,,209e4e0e-e304-4802-9e4b-dfbd1774476e,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.039 Entsorgung, Wäremdämmstoffe Polyurethan (KBOB.2022v5)","91.039 Entsorgung, Wäremdämmstoffe Polyurethan (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2920,,,0.02,,,0.68,,,2.650,,,kg,,,7704410d-ca12-47b9-8842-d9e3bb207934,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.040 Entsorgung, Kunststoff-Rohre, PVC (KBOB.2022v5)","91.040 Entsorgung, Kunststoff-Rohre, PVC (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2370,,,0.10,,,1.10,,,2.100,,,kg,,,0f44ef21-9727-4946-9900-1669e6ccc057,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.041 Entsorgung, Spanplatte, 10% Bindemittel (KBOB.2022v5)","91.041 Entsorgung, Spanplatte, 10% Bindemittel (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,106,,,0.01,,,0.10,,,0.080,,,kg,,,24661f49-326f-4468-a418-3eb02ae57034,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
