Name,ProductKey,Description,Picture,Product sections,Type,SubType,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.LCARefDimension,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV,categoryPath,vyzn.catalogue.lifeCycle
"91.177.01 Entsorgung, Erdstein, aus gepresster Erde, Terrabloc (KBOB.2022v5)","91.177.01 Entsorgung, Erdstein, aus gepresster Erde, Terrabloc (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,52,,,0.00,,,0.01,,,0.003,,,kg,,,026c42b4-b5f1-4f78-865f-67fe7928864c,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.016 Entsorgung, Abgabe über Heizkörper (KBOB.2022v5)","92.016 Entsorgung, Abgabe über Heizkörper (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,700,,,0.00,,,0.03,,,0.02,,,m2,,,83746fa3-9c95-4de9-bd51-211d639b9e74,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.018 Entsorgung, Abgabe über Heizkühldecke (ohne Gips- oder Metalldecke) (KBOB.2022v5)","92.018 Entsorgung, Abgabe über Heizkühldecke (ohne Gips- oder Metalldecke) (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,141,,,0.00,,,0.03,,,0.13,,,m2,,,0c858e00-c4a3-414b-b777-70b5c9b648a3,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.017 Entsorgung, Abgabe über Fussbodenheizung (KBOB.2022v5)","92.017 Entsorgung, Abgabe über Fussbodenheizung (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"2,090",,,0.00,,,0.09,,,2.04,,,m2,,,45d5e7e0-269d-4c18-b86f-7f77ee2726f0,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.023 Entsorgung, Abluftanlage Küche und Bad (KBOB.2022v5)","92.023 Entsorgung, Abluftanlage Küche und Bad (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,175,,,0.00,,,0.01,,,0.13,,,m2,,,3eba3c2f-f1a9-4d17-bb38-0df1074236d5,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.002 Entsorgung, Büro, aufwändige Installation, inkl. Apparate und Leitungen (KBOB.2022v5)","92.002 Entsorgung, Büro, aufwändige Installation, inkl. Apparate und Leitungen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"3,950",,,0.02,,,0.43,,,3.76,,,m2,,,4664dfaa-6464-4612-af91-01a27d5a6624,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.001 Entsorgung, Büro, einfache Installation, inkl. Apparate und Leitungen (KBOB.2022v5)","92.001 Entsorgung, Büro, einfache Installation, inkl. Apparate und Leitungen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,200",,,0.01,,,0.12,,,1.15,,,m2,,,827b547b-9603-42f2-b31d-19e81e647ae7,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.020 Entsorgung, Einzelraumlüfer Fenstermodell 10-30 m3/h, ohne Montage (KBOB.2022v5)","92.020 Entsorgung, Einzelraumlüfer Fenstermodell 10-30 m3/h, ohne Montage (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"6,130",,,0.08,,,1.33,,,5.48,,,Stk.,,,66a6884d-9722-46e1-a6aa-bf908b02e262,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.004 Entsorgung, Elektroanlagen Wohnen (KBOB.2022v5)","92.004 Entsorgung, Elektroanlagen Wohnen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"3,630",,,0.06,,,0.72,,,3.42,,,m2,,,436e1905-74b1-4503-8f50-739903faa863,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.005 Entsorgung, Elektroanlagen Büro (KBOB.2022v5)","92.005 Entsorgung, Elektroanlagen Büro (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,660",,,0.05,,,0.81,,,1.47,,,m2,,,a79cf916-d764-4594-813e-dfddf9a28faa,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.032 Entsorgung, Elektrospeicherofen 5kW (KBOB.2022v5)","92.032 Entsorgung, Elektrospeicherofen 5kW (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,348,,,0.02,,,0.19,,,0.30,,,kg,,,275d7298-1201-4d1b-99aa-8ac99abd44e8,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.025 Entsorgung, Erdregister kurz zu Lüftungsanlage Büro (0.27 m/m2 EBF) (KBOB.2022v5)","92.025 Entsorgung, Erdregister kurz zu Lüftungsanlage Büro (0.27 m/m2 EBF) (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"3,950",,,0.13,,,1.84,,,2.81,,,m2,,,51379bb6-8d70-44ac-9708-315fe0bbf1dc,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.026 Entsorgung, Erdregister lang zu Lüftungsanlage Büro (0.67 m/m2 EBF) (KBOB.2022v5)","92.026 Entsorgung, Erdregister lang zu Lüftungsanlage Büro (0.67 m/m2 EBF) (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"9,880",,,0.31,,,4.59,,,7.02,,,m2,,,b371fc7b-f4ec-4e3d-935d-b2a356d51d98,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.024 Entsorgung, Erdregister zu Lüftungsanlage Wohnen (KBOB.2022v5)","92.024 Entsorgung, Erdregister zu Lüftungsanlage Wohnen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"2,280",,,0.07,,,1.06,,,1.62,,,m2,,,c97e8f65-364e-44d4-b4b3-1239d17ae842,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.009 Entsorgung, Erdsonden, für Sole-Wasser-Wärmepumpe (KBOB.2022v5)","92.009 Entsorgung, Erdsonden, für Sole-Wasser-Wärmepumpe (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"5,220",,,0.28,,,1.29,,,2.56,,,m,,,d6de3012-0cb9-493f-ad46-5c1f5111b76c,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.033 Entsorgung, Förder- und Schluckbrunnen für Grundwasser Wärmepumpe (KBOB.2022v5)","92.033 Entsorgung, Förder- und Schluckbrunnen für Grundwasser Wärmepumpe (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"107,000",,,4.17,,,44.80,,,95.70,,,Stk.,,,5a3f536a-b0b4-4a2b-a52d-a73ec594f9a3,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.027 Entsorgung, Lüftungsanlage, spez. Luftmenge 1 m3/hm2 EBF (KBOB.2022v5)","92.027 Entsorgung, Lüftungsanlage, spez. Luftmenge 1 m3/hm2 EBF (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,591,,,0.01,,,0.14,,,0.34,,,m2,,,9818b22c-2c59-404b-9d9a-e3ffb9bc5bfc,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.028 Entsorgung, Lüftungsanlage, spez. Luftmenge 2 m3/hm2 EBF (KBOB.2022v5)","92.028 Entsorgung, Lüftungsanlage, spez. Luftmenge 2 m3/hm2 EBF (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,828,,,0.01,,,0.20,,,0.48,,,m2,,,dd2e6556-33e9-41d9-93a5-7caec7045dbe,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.029 Entsorgung, Lüftungsanlage, spez. Luftmenge 4 m3/hm2 EBF (KBOB.2022v5)","92.029 Entsorgung, Lüftungsanlage, spez. Luftmenge 4 m3/hm2 EBF (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,300",,,0.02,,,0.31,,,0.75,,,m2,,,5aaf4e12-5d8c-4717-822a-0ccdbfcfee53,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.030 Entsorgung, Lüftungsanlage, spez. Luftmenge 6 m3/hm2 EBF (KBOB.2022v5)","92.030 Entsorgung, Lüftungsanlage, spez. Luftmenge 6 m3/hm2 EBF (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,770",,,0.03,,,0.41,,,1.02,,,m2,,,2dd6873a-c7a4-4246-9d98-6b0455254463,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.031 Entsorgung, Lüftungsanlage, spez. Luftmenge 8 m3/hm2 EBF (KBOB.2022v5)","92.031 Entsorgung, Lüftungsanlage, spez. Luftmenge 8 m3/hm2 EBF (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"2,250",,,0.03,,,0.52,,,1.29,,,m2,,,bb9e9e21-6402-4203-9c5d-c87a1dd8c4f0,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.021 Entsorgung, Lüftungsanlage Wohnen, Blechkanäle, inkl. Küchenabluft (KBOB.2022v5)","92.021 Entsorgung, Lüftungsanlage Wohnen, Blechkanäle, inkl. Küchenabluft (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,361,,,0.01,,,0.07,,,0.30,,,m2,,,7e5f8dca-73ba-4b41-aa60-508342336ac8,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.022 Entsorgung, Lüftungsanlage Wohnen, PE-Kanäle, inkl. Küchenabluft (KBOB.2022v5)","92.022 Entsorgung, Lüftungsanlage Wohnen, PE-Kanäle, inkl. Küchenabluft (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,781,,,0.00,,,0.06,,,0.72,,,m2,,,db5eaa81-b411-4f8e-9fc2-b451f492546b,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.012 Entsorgung, Luft-Wasser Wärmepumpe 7 kW (KBOB.2022v5)","92.012 Entsorgung, Luft-Wasser Wärmepumpe 7 kW (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"845,000",,,5.14,,,57.20,,,824.00,,,Stk.,,,7915f929-efb4-46a1-a751-5a9ab886375e,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.013 Entsorgung, Luft-Wasser Wärmepumpe 7 kW (KBOB.2022v5)","92.013 Entsorgung, Luft-Wasser Wärmepumpe 7 kW (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"3,300",,,0.02,,,0.22,,,3.22,,,kg,,,65ba28c1-79be-4cc1-935c-0399e05b9747,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.010 Entsorgung, Sole-Wasser Wärmepumpe 7 kW (KBOB.2022v5)","92.010 Entsorgung, Sole-Wasser Wärmepumpe 7 kW (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"486,000",,,3.16,,,35.00,,,473.00,,,Stk.,,,be52f026-9cce-4a36-a650-639ba98eb82f,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.011 Entsorgung, Sole-Wasser Wärmepumpe 7 kW (KBOB.2022v5)","92.011 Entsorgung, Sole-Wasser Wärmepumpe 7 kW (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"3,080",,,0.02,,,0.22,,,2.99,,,kg,,,5d7ddb42-c247-49d7-9335-d9a2a3ddfdb8,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.015 Entsorgung, Verteilung Bürogebäude (KBOB.2022v5)","92.015 Entsorgung, Verteilung Bürogebäude (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"2,020",,,0.43,,,2.57,,,1.08,,,m2,,,c4bcd5f1-7e86-4700-9b69-0e7b0cd0bd96,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.014 Entsorgung, Verteilung Wohngebäude (KBOB.2022v5)","92.014 Entsorgung, Verteilung Wohngebäude (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,410",,,0.37,,,2.14,,,0.70,,,m2,,,7591e617-334d-4547-a707-c587bee28ba3,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.006 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 10 W/m2 (KBOB.2022v5)","92.006 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 10 W/m2 (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,37,,,0.00,,,0.01,,,0.01,,,m2,,,fb9def64-ded8-49be-af0f-f479578678e3,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.007 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 30 W/m2 (KBOB.2022v5)","92.007 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 30 W/m2 (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,110,,,0.00,,,0.02,,,0.03,,,m2,,,857f08cf-6d4e-48df-b977-13cff4b97067,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.008 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 50 W/m2 (KBOB.2022v5)","92.008 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 50 W/m2 (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,183,,,0.00,,,0.03,,,0.05,,,m2,,,5eadb692-c2d4-49e8-bad9-0eadcc3fe694,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.019 Entsorgung, Wärmeverteilung und Abgabe, Luftheizung (KBOB.2022v5)","92.019 Entsorgung, Wärmeverteilung und Abgabe, Luftheizung (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,613,,,0.00,,,0.00,,,0.07,,,m2,,,31468ffc-ce06-4c79-8204-ef2dd49d4a2f,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.003 Entsorgung, Wohnen, inkl. Apparate und Leitungen (KBOB.2022v5)","92.003 Entsorgung, Wohnen, inkl. Apparate und Leitungen (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,670",,,0.02,,,0.28,,,1.54,,,m2,,,1299e0a4-de21-43d0-b3d0-2fb1428444bd,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.038 Rücknahme und Recycling, CdTe PV Modul (KBOB.2022v5)","92.038 Rücknahme und Recycling, CdTe PV Modul (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,542,,,0.08,,,1.31,,,0.30,,,kg,,,04fb57cc-1c38-49e3-95e9-429ad2134144,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.037 Rücknahme und Recycling, c-Si PV Modul (KBOB.2022v5)","92.037 Rücknahme und Recycling, c-Si PV Modul (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,358,,,0.03,,,0.40,,,0.26,,,kg,,,f21f8e08-16db-44cf-9d3f-3b557424e744,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.039.01 Entsorgung, Fassadenunterkonstruktion, integriert, Eternit (KBOB.2022v5)","92.039.01 Entsorgung, Fassadenunterkonstruktion, integriert, Eternit (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,44,,,0.00,,,0.00,,,0.04,,,m2,,,704fe0f6-6ca5-4724-bc00-6b0708397a2b,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.039.02 Entsorgung, Fassadenunterkonstruktion, integriert, StoVentec Artline inlay (KBOB.2022v5)","92.039.02 Entsorgung, Fassadenunterkonstruktion, integriert, StoVentec Artline inlay (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,100,,,0.00,,,0.01,,,0.10,,,m2,,,ff4537cb-5721-48d5-97dc-a7f1b439849b,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.039.03 Entsorgung, Fassadenunterkonstruktion, integriert, StoVentec Artline invisible (KBOB.2022v5)","92.039.03 Entsorgung, Fassadenunterkonstruktion, integriert, StoVentec Artline invisible (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,100,,,0.00,,,0.01,,,0.10,,,m2,,,3798fd73-4c2a-4826-aa18-f1e94957140d,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.039.04 Entsorgung, Fassadenunterkonstruktion, integriert, mittelformatig, GFT (KBOB.2022v5)","92.039.04 Entsorgung, Fassadenunterkonstruktion, integriert, mittelformatig, GFT (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,270",,,0.00,,,0.09,,,1.22,,,m2,,,a13a70b5-4dbb-4800-89ee-f0ff63223ec1,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.039.05 Entsorgung, Fassadenunterkonstruktion, integriert, Vogelsang (KBOB.2022v5)","92.039.05 Entsorgung, Fassadenunterkonstruktion, integriert, Vogelsang (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,586,,,0.00,,,0.04,,,0.56,,,m2,,,d3ab9b5d-2a38-480a-9811-3628b49025e1,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.039.06 Entsorgung, Fassadenunterkonstruktion, integriert, Betonuntergrund, Ecolite (KBOB.2022v5)","92.039.06 Entsorgung, Fassadenunterkonstruktion, integriert, Betonuntergrund, Ecolite (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,200",,,0.00,,,0.08,,,1.15,,,m2,,,46a91931-52cc-4452-ae03-5a61978ccd6d,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.039.07 Entsorgung, Fassadenunterkonstruktion, integriert, Backsteinuntergrund, Ecolite (KBOB.2022v5)","92.039.07 Entsorgung, Fassadenunterkonstruktion, integriert, Backsteinuntergrund, Ecolite (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,790",,,0.00,,,0.12,,,1.72,,,m2,,,472eb76d-e590-4589-894c-3a1b88eb5041,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"92.039.08 Entsorgung, Fassadenunterkonstruktion, integriert, Durchschnitt, Ecolite (KBOB.2022v5)","92.039.08 Entsorgung, Fassadenunterkonstruktion, integriert, Durchschnitt, Ecolite (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,"1,550",,,0.00,,,0.11,,,1.49,,,m2,,,d5992e4d-9f89-4b06-b29b-aecc18c22715,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,