Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV,categoryPath
01.001 Magerbeton (ohne Bewehrung) (KBOB.2022v5_r),01.001 Magerbeton (ohne Bewehrung) (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2150,104,68.8,35.4,0.0103,0.00838,0.00192,0.128,0.0767,0.0516,0.0628,0.0502,0.0126,kg,0,A05F4D90-D030-49B6-A08A-BAD5228E3552,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
01.002 Hochbaubeton (ohne Bewehrung) (KBOB.2022v5_r),01.002 Hochbaubeton (ohne Bewehrung) (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2300,153,118,35.2,0.0149,0.013,0.00191,0.175,0.123,0.0513,0.101,0.0887,0.0126,kg,0,E13EE05E-FD34-4FB5-A178-0FC4164A96F2,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.01 Beton Klark Sorte A, 280kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)","01.002.01 Beton Klark Sorte A, 280kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2269,174,139,35.4,0.581,0.579,0.002,0.218,0.167,0.052,0.105,0.092,0.013,kg,0.025,b192ea20-d93b-4bef-8614-f093119153f2,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.02 Beton Klark Sorte A, 300kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)","01.002.02 Beton Klark Sorte A, 300kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2293,181,145,35.4,0.609,0.607,0.002,0.225,0.174,0.052,0.11,0.097,0.013,kg,0.027,4df05637-c63d-4717-b192-b8f0c012f9f8,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.03 Beton Klark Sorte B, 320kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)","01.002.03 Beton Klark Sorte B, 320kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2333,187,151,35.4,0.64,0.638,0.002,0.232,0.181,0.052,0.114,0.101,0.013,kg,0.028,2e9dbf82-4f7c-4a8a-8d4f-db7b19af32dc,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.04 Beton Klark Sorte C, 340kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)","01.002.04 Beton Klark Sorte C, 340kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2353,192,157,35.4,0.668,0.666,0.002,0.242,0.19,0.052,0.119,0.107,0.013,kg,0.029,0413443a-cd20-4c31-802a-be812508223d,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.05 Hochbaubeton, zirkulit® NPK A, 280kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)","01.002.05 Hochbaubeton, zirkulit® NPK A, 280kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2350,145,109,35.4,0.016,0.014,0.002,0.194,0.142,0.052,0.0967,0.0837,0.013,kg,0.00117,c1989bc1-f9af-493f-b151-024126e43aec,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.06 Hochbaubeton, zirkulit® NPK C, 300kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)","01.002.06 Hochbaubeton, zirkulit® NPK C, 300kg CEM II/B (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2350,153,117,35.4,0.0161,0.0141,0.002,0.201,0.149,0.052,0.102,0.0888,0.013,kg,0.00117,1d86392d-5541-4bc2-80b1-b16ed591d9b9,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.07 Hochbaubeton, Möckli Primärbeton, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)","01.002.07 Hochbaubeton, Möckli Primärbeton, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2311.4,142,107,35.4,0.0148,0.0129,0.00189,0.163,0.111,0.0516,0.0906,0.0779,0.0127,kg,0.000331,93b87002-5582-4fe7-be54-78d9b37aa188,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.08 Hochbaubeton, NovoCon Light RC-C25/E30, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)","01.002.08 Hochbaubeton, NovoCon Light RC-C25/E30, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2311.96,142,107,35.4,0.0147,0.0128,0.00189,0.164,0.113,0.0516,0.0907,0.078,0.0127,kg,0.000425,61e656cb-703b-4a7e-b37a-5a66caf11509,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.09 Hochbaubeton, NovoCon RC-C25/E28, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)","01.002.09 Hochbaubeton, NovoCon RC-C25/E28, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2292.24,140,105,35.4,0.0147,0.0128,0.00189,0.164,0.112,0.0516,0.091,0.0783,0.0127,kg,0.000711,4ec4081f-ee91-4c8b-8891-0a02f03355ef,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.10 Hochbaubeton, NovoCon RC-C50/E25, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)","01.002.10 Hochbaubeton, NovoCon RC-C50/E25, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2272.24,137,102,35.4,0.0145,0.0126,0.00189,0.161,0.11,0.0516,0.091,0.0783,0.0127,kg,0.00111,f5bafd96-ff44-4bb7-8af5-db92c208f035,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.002.11 Hochbaubeton, NovoCon RC-M40/E20, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)","01.002.11 Hochbaubeton, NovoCon RC-M40/E20, NPK A, 280 kg CEM II/B-LL (ohne Bewehrung) (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2252.8,134,98.1,35.4,0.0143,0.0124,0.00189,0.16,0.109,0.0516,0.091,0.0783,0.0127,kg,0.00161,c467b9e9-608b-4434-ab38-2b5415391a74,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
01.003 Tiefbaubeton (ohne Bewehrung) (KBOB.2022v5_r),01.003 Tiefbaubeton (ohne Bewehrung) (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2350,163,128,35.1,0.016,0.0141,0.0019,0.189,0.138,0.0513,0.109,0.0963,0.0125,kg,0,6704A56E-25F3-4DD0-8890-EC2E2A0D4B9C,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
01.004 Bohrpfahlbeton (ohne Bewehrung) (KBOB.2022v5_r),01.004 Bohrpfahlbeton (ohne Bewehrung) (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2325,174,139,35.1,0.0172,0.0153,0.0019,0.197,0.146,0.0512,0.119,0.107,0.0125,kg,0,4EBAA5FE-7F18-443E-A05A-08185A6165D0,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.041 Betonfertigteil, hochfester Beton, ab Werk (KBOB.2022v5_r)","01.041 Betonfertigteil, hochfester Beton, ab Werk (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2770,440,409,31,0.0758,0.0741,0.00168,0.697,0.652,0.0453,0.276,0.265,0.0111,kg,0,3A51918F-AB60-4CE7-A771-A10C3266684A,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.042 Betonfertigteil, Normalbeton, ab Werk (KBOB.2022v5_r)","01.042 Betonfertigteil, Normalbeton, ab Werk (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,2500,282,248,33.9,0.0948,0.093,0.00184,0.432,0.383,0.0495,0.177,0.165,0.0121,kg,0,F6DCDEFA-AFE6-44CB-8B68-3527ABFDC011,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
01.043 Hanfbeton (KBOB.2022v5_r),01.043 Hanfbeton (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,600,665,663,1.69,0.899,0.899,0.00002,0.959,0.959,0.0003,0.324,0.324,0.00007,kg,0.0649,DD16B81F-E498-48D6-9754-A1E95558BFFE,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"01.043.01 Hanfbeton, ARBIO (KBOB.2022v5_r)","01.043.01 Hanfbeton, ARBIO (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,600,639,638,1.69,0.865,0.865,0.00002,0.922,0.922,0.0003,0.312,0.312,0.00007,kg,0.0649,b05c4b9b-b749-4f50-a92b-98713a494220,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
02.001 Backstein (KBOB.2022v5_r),02.001 Backstein (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,900,371,328,42.5,0.0806,0.0783,0.00221,0.787,0.734,0.0526,0.266,0.254,0.0127,kg,0,958BA083-03C8-4336-BFC5-0DB5B6BC1B43,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"02.001.01 Backstein, perlitgefüllt, zzwancor (KBOB.2022v5_r)","02.001.01 Backstein, perlitgefüllt, zzwancor (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,575,420,378,42.5,0.105,0.103,0.00221,0.914,0.861,0.0526,0.283,0.27,0.0127,kg,0,555E9A89-95DF-4C98-BC55-879B4C7E4BFE,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
02.002 Kalksandstein (KBOB.2022v5_r),02.002 Kalksandstein (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,1400,258,216,42.5,0.039,0.0368,0.00221,0.389,0.337,0.0526,0.162,0.149,0.0127,kg,0,17BF48A3-72AD-4EBB-A2DE-3256129F7031,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"02.002.01 Kalksandstein, FBB (KBOB.2022v5_r)","02.002.01 Kalksandstein, FBB (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,1600,196,153,42.5,0.0347,0.0325,0.00221,0.315,0.263,0.0526,0.115,0.102,0.0127,kg,0,564C9F25-EE8A-4799-A049-6D26DF586F05,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"02.002.02 Kalksandstein, Hunziker Kalksandstein AG (KBOB.2022v5_r)","02.002.02 Kalksandstein, Hunziker Kalksandstein AG (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,1600,190,148,42.5,0.0167,0.0145,0.00221,0.287,0.235,0.0526,0.106,0.0938,0.0127,kg,0,adbada8c-108b-4869-a098-bc2cda5c5929,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
02.003 Leichtlehmstein (KBOB.2022v5_r),02.003 Leichtlehmstein (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,700,353,311,42.5,0.793,0.791,0.00221,0.764,0.711,0.0526,0.18,0.167,0.0127,kg,0,45766F6B-BC17-4725-B939-23AA76838736,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"02.004 Leichtzementstein, Blähton (KBOB.2022v5_r)","02.004 Leichtzementstein, Blähton (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,1200,609,566,42.5,0.0564,0.0541,0.00221,1.42,1.37,0.0526,0.428,0.415,0.0127,kg,0,2DEEC4B0-D3FE-4124-A08A-0DD398A65220,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"02.005 Leichtzementstein, Naturbims (KBOB.2022v5_r)","02.005 Leichtzementstein, Naturbims (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,1200,322,280,42.5,0.0367,0.0345,0.00221,0.363,0.311,0.0526,0.212,0.2,0.0127,kg,0,27B5089E-6003-4920-991A-0BCC005B9434,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
02.006 Porenbetonstein (KBOB.2022v5_r),02.006 Porenbetonstein (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,500,573,531,42.5,0.0709,0.0687,0.00221,0.86,0.807,0.0526,0.426,0.413,0.0127,kg,0,406B9ED4-C9C0-41E2-B945-7844C7313250,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
02.007 Zementstein (KBOB.2022v5_r),02.007 Zementstein (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,1700,214,172,42.5,0.0263,0.0241,0.00221,0.225,0.173,0.0526,0.126,0.114,0.0127,kg,0,69524911-E277-4B29-827D-B8475E4D8C23,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"02.007.01 Erdstein, aus gepresster Erde, Terrabloc (KBOB.2022v5_r)","02.007.01 Erdstein, aus gepresster Erde, Terrabloc (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,1850,136,84,51.6,0.01,0.01,0,0.142,0.129,0.013,0.057,0.054,0.003,kg,0,288A84C2-129A-431D-B135-7F7A3F9D0CBD,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"02.007.02 Hanfsteine, Schönthaler AG (KBOB.2022v5_r)","02.007.02 Hanfsteine, Schönthaler AG (KBOB.2022v5_r)",,,,REFERENCE_MATERIAL,300,824,751,72.1,1.81,1.8,0.00431,1.91,1.77,0.145,0.372,0.338,0.0334,kg,0.15,276ac558-09e7-4a6d-b6d8-5643d08bcf9b,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.021 Betongranulat 1 (KBOB.2022v5_r),03.021 Betongranulat 1 (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,1500,43.3,3.16,40.2,0.00374,0.00148,0.00226,0.0616,0.00905,0.0526,0.014,0.00132,0.0126,kg,0,fc996053-6ce2-4be3-a99f-42fb01b5d1ce,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.001 Betonziegel (KBOB.2022v5_r),03.001 Betonziegel (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2300,326,284,42.5,0.038,0.0358,0.00221,0.468,0.416,0.0526,0.209,0.196,0.0127,kg,0,D00BA00E-D63B-4109-ADC0-4D9A3367734D,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.002 Faserzement-Dachschindel (KBOB.2022v5_r),03.002 Faserzement-Dachschindel (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,1800,1100,1030,67.8,0.496,0.495,0.0016,2.16,2.11,0.0528,0.699,0.686,0.0132,kg,0,8873B601-8644-4FF4-B2CF-042546B8500D,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.003 Faserzementplatte gross (KBOB.2022v5_r),03.003 Faserzementplatte gross (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,1800,1510,1450,67.8,0.62,0.619,0.0016,2.92,2.87,0.0528,1.03,1.02,0.0132,kg,0,EC993875-136D-4857-B06E-BB581EA9DA43,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.004 Faserzement-Wellplatte (KBOB.2022v5_r),03.004 Faserzement-Wellplatte (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,1800,1060,991,67.8,0.557,0.556,0.0016,1.78,1.72,0.0528,0.649,0.636,0.0132,kg,0,08C9C771-82D9-4925-8E06-39A4367A8370,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.005 Flachglas beschichtet (KBOB.2022v5_r),03.005 Flachglas beschichtet (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2500,1990,1920,68.8,0.263,0.251,0.0121,4.64,4.53,0.109,1.2,1.18,0.0191,kg,0,9304338C-8D4A-4EE3-B1A2-43977ADA18A4,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.006 Flachglas unbeschichtet (KBOB.2022v5_r),03.006 Flachglas unbeschichtet (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2500,1790,1720,68.8,0.143,0.131,0.0121,4.08,3.97,0.109,1.14,1.12,0.0191,kg,0,8A03A7D4-FB51-48D0-BA86-9D13EE70A0D9,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.007 Gipsfaserplatte (KBOB.2022v5_r),03.007 Gipsfaserplatte (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,1200,873,801,71.5,0.098,0.0938,0.00418,2.47,2.39,0.0781,0.552,0.533,0.0186,kg,0.0449,45BEA46B-47E9-425F-926C-AEB31CB4A09D,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.008 Gipskartonplatte (KBOB.2022v5_r),03.008 Gipskartonplatte (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,850,523,452,71.7,0.089,0.0848,0.00417,1.33,1.25,0.0778,0.301,0.283,0.0187,kg,0.018,38A83C73-92BD-492B-B435-97332A84863E,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.016 Gips-Wandbauplatte / Vollgipsplatte (KBOB.2022v5_r),03.016 Gips-Wandbauplatte / Vollgipsplatte (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,1000,531,459,71.3,0.0323,0.0281,0.00419,1.45,1.37,0.0783,0.317,0.298,0.0185,kg,0,DB2B00A9-DBF6-CA2A-BAC1-9BCCE4E4846A,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.023.01 Glasfaserbeton Ecomur (KBOB.2022v5_r),03.023.01 Glasfaserbeton Ecomur (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2240,1335.9,1300,35.9,0.51092,0.509,0.00192,2.2022,2.15,0.0522,0.8858,0.873,0.0128,kg,0,3c956888-cdbf-42fa-8759-172ed1f7822d,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.009 Hartsandsteinplatte (KBOB.2022v5_r),03.009 Hartsandsteinplatte (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2500,112,69.3,42.5,0.046,0.0438,0.00221,0.275,0.223,0.0526,0.0406,0.028,0.0127,kg,0,B787C33A-9D88-414E-84DE-3E087E3639ED,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
03.017 Kalksteinplatte (KBOB.2022v5_r),03.017 Kalksteinplatte (KBOB.2022v5_r),,,,REFERENCE_MATERIAL,2500,141,98.3,42.5,0.0261,0.0239,0.00221,0.338,0.286,0.0526,0.0736,0.061,0.0127,kg,0,8FE3FD69-2400-4DC4-933B-E91CDE601165,KBOB 2022 V5,Alle > REFERENZ-MATERIALIEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
